eNodeB Name,Cell Name,LocalCell Id,selected_kpi_name,target_kpi_column,kpi_category,selected_threshold_%,recent_period,baseline_period,recent_avg_kpi,baseline_avg_kpi,kpi_degradation_ratio_%,number_of_detected_causes,all_detected_causes,main_root_cause_category,main_cause_counter_or_kpi,main_degradation_reason,main_recommended_action,all_recommended_actions
LCAIN14000,LCAIN14000-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.065975,0.338425,80.75245351425681,6,"(HU) User UL Average Throughput (Mbps): recent=4.07, baseline=8.45, change=51.82% | (HU) Cell UL Average Throughput (Mbps): recent=2.08, baseline=4.29, change=51.46% | (HU)CEU Cell Uplink Average Throughput: recent=1.11, baseline=1.87, change=40.82% | UL RBLER: recent=0.36, baseline=0.28, change=30.38% | (HU)CEU User Uplink Average Throughput: recent=0.96, baseline=1.37, change=29.50%",UL User Throughput Degradation,(HU) User UL Average Throughput (Mbps),User UL throughput decreased.,"Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load.","Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL CEU scheduling and edge coverage. | Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL power control and CEU parameters."
LCAIN12584,LCAIN12584-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.832425,4.934675,80.57258795816702,5,"UL RBLER: recent=0.32, baseline=0.08, change=299.03% | (HU) Cell UL Average Throughput (Mbps): recent=2.93, baseline=5.16, change=43.20% | (HU) User UL Average Throughput (Mbps): recent=4.12, baseline=7.23, change=43.04% | L.Traffic.ActiveUser.UL.Avg: recent=0.06, baseline=0.21, change=70.46% | TA Weighted Avg (meter): recent=1215.70, baseline=977.11, change=24.42%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action. | Check UL coverage and path balance."
LCAIN12070,LCAIN12070-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,1.5352750000000002,5.8742,77.8012366864715,3,"(HU) Cell UL Average Throughput (Mbps): recent=2.45, baseline=6.19, change=60.34% | (HU) User UL Average Throughput (Mbps): recent=3.82, baseline=7.91, change=51.71% | L.Traffic.ActiveUser.UL.Avg: recent=0.14, baseline=0.24, change=40.95%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action."
LCAIN10369,LCAIN10369-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.23182499999999998,1.299625,75.1959181306697,4,"TA Weighted Avg (meter): recent=594.07, baseline=359.02, change=65.47% | (HU) User UL Average Throughput (Mbps): recent=3.53, baseline=5.39, change=34.44% | (HU)CEU Cell Uplink Average Throughput: recent=0.77, baseline=1.16, change=33.60% | L.Traffic.ActiveUser.UL.Avg: recent=0.03, baseline=0.12, change=70.29%",UL Distance Increase,TA Weighted Avg (meter),UL users average distance increased.,Check UL coverage and path balance.,"Check UL coverage and path balance. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action."
LCAIN14000,LCAIN14000-3,3,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,3.04335,11.714875000000001,73.4011652160076,5,"UL RBLER: recent=0.13, baseline=0.06, change=110.77% | (HU) Cell UL Average Throughput (Mbps): recent=3.41, baseline=5.07, change=32.83% | (HU) User UL Average Throughput (Mbps): recent=4.89, baseline=6.34, change=22.90% | L.Traffic.ActiveUser.UL.Avg: recent=0.22, baseline=0.58, change=61.41% | (HU)CEU User Uplink Average Throughput: recent=1.87, baseline=2.35, change=20.31%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action. | Check UL power control and CEU parameters."
LCAIN11826,LCAIN11826-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.8334999999999999,2.4821000000000004,72.07617935927716,2,"UL RBLER: recent=2.18, baseline=0.86, change=153.79% | L.Traffic.ActiveUser.UL.Avg: recent=0.09, baseline=0.19, change=53.97%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action."
LCAIN12799,LCAIN12799-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.342,1.05175,69.6074660710276,3,"UL RBLER: recent=0.18, baseline=0.04, change=401.83% | (HU)CEU User Uplink Average Throughput: recent=1.23, baseline=1.93, change=36.52% | L.Traffic.ActiveUser.UL.Avg: recent=0.05, baseline=0.15, change=66.31%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL power control and CEU parameters. | Validate traffic trend before applying RF action."
LCAIN10855,LCAIN10855-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.09547499999999999,0.31289999999999996,67.69901943966539,3,"(HU)CEU User Uplink Average Throughput: recent=1.52, baseline=3.32, change=54.20% | (HU)CEU Cell Uplink Average Throughput: recent=2.13, baseline=2.96, change=27.85% | L.Traffic.ActiveUser.UL.Avg: recent=0.01, baseline=0.03, change=61.81%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action.
LCAIN10119,LCAIN10119-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,1.483825,4.8790000000000004,67.40537187403329,3,"UL RBLER: recent=0.88, baseline=0.28, change=209.99% | L.Traffic.ActiveUser.UL.Avg: recent=0.12, baseline=0.43, change=71.98% | TA Weighted Avg (meter): recent=479.13, baseline=385.74, change=24.21%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action. | Check UL coverage and path balance."
LCAIN10371,LCAIN10371-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.7061499999999999,1.991425,66.4152676820482,3,"(HU) Cell UL Average Throughput (Mbps): recent=2.01, baseline=3.62, change=44.43% | (HU) User UL Average Throughput (Mbps): recent=3.22, baseline=5.07, change=36.39% | L.Traffic.ActiveUser.UL.Avg: recent=0.09, baseline=0.15, change=38.47%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action."
LCAIN11982,LCAIN11982-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.626625,1.7794750000000001,65.18347311429513,6,"UL RBLER: recent=0.52, baseline=0.32, change=61.98% | (HU)CEU User Uplink Average Throughput: recent=0.46, baseline=1.29, change=64.22% | (HU)CEU Cell Uplink Average Throughput: recent=0.82, baseline=1.60, change=48.49% | (HU) User UL Average Throughput (Mbps): recent=2.51, baseline=4.39, change=42.89% | (HU) Cell UL Average Throughput (Mbps): recent=2.04, baseline=3.11, change=34.47%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN12691,LCAIN12691-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,1.2882500000000001,4.051725,64.20934699041575,5,"(HU)CEU User Uplink Average Throughput: recent=1.16, baseline=2.72, change=57.32% | (HU)CEU Cell Uplink Average Throughput: recent=1.81, baseline=3.05, change=40.45% | UL RBLER: recent=0.66, baseline=0.53, change=24.87% | (HU) Cell UL Average Throughput (Mbps): recent=2.28, baseline=2.90, change=21.39% | L.Traffic.ActiveUser.UL.Avg: recent=0.16, baseline=0.33, change=51.81%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,"Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Validate traffic trend before applying RF action."
LCAIN10119,LCAIN10119-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.6822999999999999,1.7126750000000002,61.85089730097309,3,"6.6-14 km: recent=1.25, baseline=0.25, change=400.00% | UL RBLER: recent=0.34, baseline=0.16, change=112.83% | L.Traffic.ActiveUser.UL.Avg: recent=0.05, baseline=0.14, change=62.79%",UL Coverage Extension,6.6-14 km,UL users at extended range.,"Check UL coverage, UE power, and path balance.","Check UL coverage, UE power, and path balance. | Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action."
LCAIN12838,LCAIN12838-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.4347749999999999,0.9399500000000001,54.6006809997301,1,"L.Traffic.ActiveUser.UL.Avg: recent=0.05, baseline=0.09, change=43.67%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,Validate traffic trend before applying RF action.
LCAIN12223,LCAIN12223-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.143975,0.32794999999999996,53.16987257916369,5,"(HU)CEU User Uplink Average Throughput: recent=1.97, baseline=3.40, change=41.87% | (HU) User UL Average Throughput (Mbps): recent=4.45, baseline=6.26, change=28.95% | (HU) Cell UL Average Throughput (Mbps): recent=2.76, baseline=3.85, change=28.25% | (HU)CEU Cell Uplink Average Throughput: recent=1.95, baseline=2.65, change=26.38% | L.Traffic.ActiveUser.UL.Avg: recent=0.01, baseline=0.02, change=39.05%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,"Check UL power control and CEU parameters. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action."
LCAIN22701,LCAIN22701-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,1.6892999999999998,3.287275,52.84908415485417,4,"6.6-14 km: recent=56.25, baseline=29.50, change=90.68% | UL RBLER: recent=2.55, baseline=1.89, change=35.24% | (HU) User UL Average Throughput (Mbps): recent=3.75, baseline=5.91, change=36.48% | (HU) Cell UL Average Throughput (Mbps): recent=3.02, baseline=4.55, change=33.61%",UL Coverage Extension,6.6-14 km,UL users at extended range.,"Check UL coverage, UE power, and path balance.","Check UL coverage, UE power, and path balance. | Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN12865,LCAIN12865-2,2,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,1.840675,3.6433750000000003,46.64525457249294,3,"(HU)CEU User Uplink Average Throughput: recent=1.58, baseline=3.53, change=55.15% | (HU)CEU Cell Uplink Average Throughput: recent=1.99, baseline=3.76, change=47.07% | L.Traffic.ActiveUser.UL.Avg: recent=0.14, baseline=0.22, change=34.98%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action.
LCAIN12862,LCAIN12862-7,7,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,1.196875,2.143225,45.37159723441927,3,"(HU)CEU User Uplink Average Throughput: recent=0.31, baseline=0.67, change=53.49% | (HU)CEU Cell Uplink Average Throughput: recent=0.78, baseline=1.23, change=36.96% | L.Traffic.ActiveUser.UL.Avg: recent=0.19, baseline=0.28, change=32.09%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Validate traffic trend before applying RF action.
LCAIN12930,LCAIN12930-7,7,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,5.4008,9.682425,45.08774635239888,1,"L.Traffic.ActiveUser.UL.Avg: recent=0.70, baseline=0.93, change=24.91%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,Validate traffic trend before applying RF action.
LCAIN14000,LCAIN14000-7,7,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,1.7952499999999998,3.11635,44.45097993731768,2,"UL RBLER: recent=1.20, baseline=0.64, change=85.89% | L.Traffic.ActiveUser.UL.Avg: recent=0.19, baseline=0.28, change=30.04%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action."
LCAIN10752,LCAIN10752-3,3,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.861175,1.464625,43.464494412016315,5,"(HU)CEU User Uplink Average Throughput: recent=1.56, baseline=2.63, change=40.80% | (HU)CEU Cell Uplink Average Throughput: recent=1.86, baseline=2.69, change=30.83% | (HU) Cell UL Average Throughput (Mbps): recent=2.67, baseline=3.48, change=23.36% | (HU) User UL Average Throughput (Mbps): recent=3.79, baseline=4.74, change=20.05% | L.Traffic.ActiveUser.UL.Avg: recent=0.08, baseline=0.10, change=20.34%",UL CEU User Experience,(HU)CEU User Uplink Average Throughput,Cell edge UL user experience degraded.,Check UL power control and CEU parameters.,"Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action."
LCAIN11975,LCAIN11975-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,3.8592500000000003,6.472675000000001,43.27382689371872,6,"UL RBLER: recent=0.29, baseline=0.21, change=37.73% | 6.6-14 km: recent=0.75, baseline=0.50, change=50.00% | (HU)CEU User Uplink Average Throughput: recent=1.50, baseline=2.04, change=26.51% | (HU) User UL Average Throughput (Mbps): recent=3.45, baseline=4.56, change=24.47% | (HU) Cell UL Average Throughput (Mbps): recent=2.72, baseline=3.53, change=22.78%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL coverage, UE power, and path balance. | Check UL power control and CEU parameters. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN10800,LCAIN10800-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,2.224175,4.199575,42.686531553305265,4,"UL RBLER: recent=4.89, baseline=3.27, change=49.34% | (HU) User UL Average Throughput (Mbps): recent=2.16, baseline=3.99, change=45.97% | (HU) Cell UL Average Throughput (Mbps): recent=2.09, baseline=3.56, change=41.28% | (HU) PUSCH MCS: recent=11.09, baseline=13.39, change=17.17%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL SINR, interference, UE power control, and uplink coverage."
LCAIN12371,LCAIN12371-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.835825,1.45395,41.846300547222455,6,"UL RBLER: recent=1.61, baseline=0.77, change=109.78% | (HU)CEU User Uplink Average Throughput: recent=0.25, baseline=1.09, change=76.87% | (HU)CEU Cell Uplink Average Throughput: recent=0.90, baseline=1.83, change=50.60% | TA Weighted Avg (meter): recent=1161.42, baseline=744.30, change=56.04% | (HU) Cell UL Average Throughput (Mbps): recent=2.19, baseline=3.34, change=34.46%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL power control and CEU parameters. | Check UL CEU scheduling and edge coverage. | Check UL coverage and path balance. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN12861,LCAIN12861-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,9.64315,16.19845,40.37972219280449,3,"(HU) Cell UL Average Throughput (Mbps): recent=3.06, baseline=4.21, change=27.27% | (HU) User UL Average Throughput (Mbps): recent=2.91, baseline=3.81, change=23.72% | L.Traffic.ActiveUser.UL.Avg: recent=0.97, baseline=1.30, change=25.30%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Validate traffic trend before applying RF action."
LCAIN10120,LCAIN10120-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,1.5739,2.7525,40.01944458163262,2,"UL RBLER: recent=0.57, baseline=0.32, change=79.06% | L.Traffic.ActiveUser.UL.Avg: recent=0.14, baseline=0.21, change=34.28%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Validate traffic trend before applying RF action."
LCAIN10126,LCAIN10126-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.576275,0.908775,39.074561789326566,4,"6.6-14 km: recent=8.00, baseline=0.75, change=966.67% | (HU) Cell UL Average Throughput (Mbps): recent=2.00, baseline=2.78, change=27.95% | (HU) User UL Average Throughput (Mbps): recent=2.93, baseline=4.00, change=26.63% | (HU)CEU User Uplink Average Throughput: recent=0.66, baseline=0.82, change=20.24%",UL Coverage Extension,6.6-14 km,UL users at extended range.,"Check UL coverage, UE power, and path balance.","Check UL coverage, UE power, and path balance. | Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL power control and CEU parameters."
LCAIN10118_CITY center,LCAIN10118-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,2.5336000000000003,4.060175,38.44711622317763,1,"L.Traffic.ActiveUser.UL.Avg: recent=0.32, baseline=0.44, change=27.40%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,Validate traffic trend before applying RF action.
LCAIN10650_Site_0650,LCAIN10650-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,1.6374000000000002,2.5856,36.13594015570301,2,"(HU) Cell UL Average Throughput (Mbps): recent=2.71, baseline=3.53, change=23.42% | L.Traffic.ActiveUser.UL.Avg: recent=0.16, baseline=0.20, change=22.52%",UL Throughput Degradation,(HU) Cell UL Average Throughput (Mbps),Cell UL throughput decreased.,"Check UL scheduler, UL PRB utilization, uplink interference, and power control.","Check UL scheduler, UL PRB utilization, uplink interference, and power control. | Validate traffic trend before applying RF action."
LCAIN12587,LCAIN12587-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.963275,1.5486250000000001,35.85741964417058,3,"UL RBLER: recent=1.46, baseline=1.17, change=24.35% | (HU) User UL Average Throughput (Mbps): recent=2.46, baseline=3.28, change=25.02% | (HU) Cell UL Average Throughput (Mbps): recent=2.13, baseline=2.78, change=23.48%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN10131_01-2-08-23,LCAIN10131-1,1,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,3.90165,6.29965,34.843515356862056,1,"L.Traffic.ActiveUser.UL.Avg: recent=0.33, baseline=0.51, change=35.06%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,Validate traffic trend before applying RF action.
LCAIN10444,LCAIN10444-6,6,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,4.2679,6.426175,32.92207506925684,2,"6.6-14 km: recent=0.75, baseline=0.50, change=50.00% | L.Traffic.ActiveUser.UL.Avg: recent=0.47, baseline=0.64, change=26.85%",UL Coverage Extension,6.6-14 km,UL users at extended range.,"Check UL coverage, UE power, and path balance.","Check UL coverage, UE power, and path balance. | Validate traffic trend before applying RF action."
LCAIN10512_Site_512,LCAIN10512-7,7,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,0.3082,0.45772500000000005,32.85139303964888,4,"UL RBLER: recent=1.14, baseline=0.65, change=75.41% | (HU)CEU User Uplink Average Throughput: recent=0.58, baseline=1.01, change=42.96% | (HU) User UL Average Throughput (Mbps): recent=2.24, baseline=3.51, change=36.06% | (HU) Cell UL Average Throughput (Mbps): recent=1.69, baseline=2.58, change=34.61%",UL Radio Failure,UL RBLER,UL RBLER increased.,"Check UL interference, coverage, UE power, and uplink radio conditions.","Check UL interference, coverage, UE power, and uplink radio conditions. | Check UL power control and CEU parameters. | Check UL radio quality, UL interference, PUSCH MCS, and UL PRB load. | Check UL scheduler, UL PRB utilization, uplink interference, and power control."
LCAIN10988,LCAIN10988-3,3,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,3.3749000000000002,5.03275,32.28422453521736,1,"L.Traffic.ActiveUser.UL.Avg: recent=0.33, baseline=0.49, change=33.84%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,Validate traffic trend before applying RF action.
LCAIN10827,LCAIN10827-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,6.8179,9.3398,30.632201808857296,1,"L.Traffic.ActiveUser.UL.Avg: recent=0.70, baseline=0.95, change=26.64%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,Validate traffic trend before applying RF action.
LCAIN10512_Site_512,LCAIN10512-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,13.29975,23.819000000000003,51.477349501625625,7,"(HU)CEU User Downlink Average Througput: recent=7.30, baseline=13.83, change=47.24% | 0-156 m: recent=0.25, baseline=2.00, change=87.50% | DL RBLER: recent=0.45, baseline=0.33, change=38.35% | (HU)CEU Cell Downlink Average Throughput: recent=6.20, baseline=9.10, change=31.85% | DL Average CQI: recent=8.65, baseline=11.16, change=22.51%",CEU User Impact,(HU)CEU User Downlink Average Througput,CEU user throughput degraded.,Check CEU parameters and coverage.,"Check CEU parameters and coverage. | Check traffic distribution and near-cell coverage. | Check interference, radio quality, and coverage. | Check CEU scheduling and SINR. | Check interference, PCI, antenna tilt, azimuth, and coverage."
LCAIN12582,LCAIN12582-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,5.140174999999999,9.821475,47.39150154596442,3,"DL RBLER: recent=2.53, baseline=1.34, change=87.87% | (HU)CEU User Downlink Average Througput: recent=10.97, baseline=13.82, change=20.67% | (HU) PDSCH MCS: recent=7.39, baseline=9.74, change=24.15%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CEU parameters and coverage. | Check CQI, SINR, interference, and coverage."
