eNodeB Name,Cell Name,LocalCell Id,selected_kpi_name,target_kpi_column,kpi_category,selected_threshold_%,recent_period,baseline_period,recent_avg_kpi,baseline_avg_kpi,kpi_degradation_ratio_%,rf_severity,analysis_confidence,confidence_reason,stat_significant,p_value,significance_note,number_of_detected_causes,rca_pattern,supporting_evidence,next_investigation_steps,all_detected_causes,main_root_cause_category,main_cause_counter_or_kpi,main_degradation_reason,main_recommended_action,all_recommended_actions
LCAIN11981,LCAIN11981-3,3,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.748,24.0565,92.73377257705818,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,2,Coverage,Poor Modulation Efficiency: (HU) PDSCH MCS changed by 29.65 | Border UE Increase: L.Traffic.User.BorderUE.Avg changed by 35.11,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","(HU) PDSCH MCS: recent=10.38, baseline=14.75, change=29.65% | L.Traffic.User.BorderUE.Avg: recent=0.15, baseline=0.11, change=35.11%",Poor Modulation Efficiency,(HU) PDSCH MCS,PDSCH MCS decreased.,"Check CQI, SINR, interference, antenna direction, and coverage.","Check CQI, SINR, interference, antenna direction, and coverage. | Check coverage overlap, handover zones, and cell dominance."
LCAIN16565,LCAIN16565-6,6,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.5799,6.3654,90.88981053822226,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,9,Outage,Availability Issue: Availability changed by 34.83 | Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 90.90 | CA User Drop: L.CA.UE.Avg changed by 64.52 | Cell Edge Throughput: (HU)CEU Cell Downlink Average Throughput changed by 29.62 | SCell Activation Issue: L.CA.DLSCell.Act.Att changed by 83.36,"Check cell/site availability, active alarms, administrative state, power, transmission, S1, and planned work before RF tuning.","Availability: recent=65.17, baseline=100.00, change=34.83% | DL Traffic QCI-9: recent=0.58, baseline=6.36, change=90.90% | L.CA.UE.Avg: recent=1.24, baseline=3.50, change=64.52% | (HU)CEU Cell Downlink Average Throughput: recent=9.51, baseline=13.51, change=29.62% | L.CA.DLSCell.Act.Att: recent=2020.00, baseline=12139.00, change=83.36%",Availability Issue,Availability,Cell availability decreased.,"Check alarms, S1 issue, manual outage, system outage, and site availability.","Check alarms, S1 issue, manual outage, system outage, and site availability. | Check packet data service, APN/data service, user demand, and internet traffic trend. | Check CA activation, SCell availability, and CA parameters. | Check CEU scheduling, cell edge SINR, and coverage. | Check SCell configuration, CA licensing, and secondary carriers."
LCAIN10754,LCAIN10754-2,2,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.0159,0.1737,90.84628670120898,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,8,Radio Quality,DL Radio Failure: DL RBLER changed by 67.63 | Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 91.26 | CA User Drop: L.CA.UE.Avg changed by 31.60 | DL Throughput Degradation: (HU) Cell DL Average Throughput (Mbps) changed by 56.38 | User Throughput Degradation: (HU) User DL Average Throughput (Mbps) changed by 38.41,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","DL RBLER: recent=0.89, baseline=0.53, change=67.63% | DL Traffic QCI-9: recent=0.01, baseline=0.17, change=91.26% | L.CA.UE.Avg: recent=0.03, baseline=0.05, change=31.60% | (HU) Cell DL Average Throughput (Mbps): recent=4.30, baseline=9.85, change=56.38% | (HU) User DL Average Throughput (Mbps): recent=11.18, baseline=18.15, change=38.41%",DL Radio Failure,DL RBLER,DL RBLER increased.,"Check DL interference, poor coverage, CQI, MCS, and radio conditions.","Check DL interference, poor coverage, CQI, MCS, and radio conditions. | Check packet data service, APN/data service, user demand, and internet traffic trend. | Check CA activation, SCell availability, and CA parameters. | Check DL scheduler, bandwidth, CA activation, load balancing, and congestion. | Check radio quality, PRB load, scheduler behavior, and user distribution."
LCAIN10029,LCAIN10029-3,3,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.0864,0.861,89.96515679442508,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,5,Coverage,Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 64.81 | DL Throughput Degradation: (HU) Cell DL Average Throughput (Mbps) changed by 71.42 | Cell Edge Throughput: (HU)CEU Cell Downlink Average Throughput changed by 24.96 | Poor Modulation Efficiency: (HU) PDSCH MCS changed by 39.56 | SCell Activation Issue: L.CA.DLSCell.Act.Att changed by 31.84,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","DL Traffic QCI-9: recent=0.08, baseline=0.23, change=64.81% | (HU) Cell DL Average Throughput (Mbps): recent=2.82, baseline=9.86, change=71.42% | (HU)CEU Cell Downlink Average Throughput: recent=3.32, baseline=4.43, change=24.96% | (HU) PDSCH MCS: recent=6.07, baseline=10.05, change=39.56% | L.CA.DLSCell.Act.Att: recent=349.00, baseline=512.00, change=31.84%",Default Bearer Traffic Drop,DL Traffic QCI-9,QCI-9 DL traffic decreased.,"Check packet data service, APN/data service, user demand, and internet traffic trend.","Check packet data service, APN/data service, user demand, and internet traffic trend. | Check DL scheduler, bandwidth, CA activation, load balancing, and congestion. | Check CEU scheduling, cell edge SINR, and coverage. | Check CQI, SINR, interference, antenna direction, and coverage. | Check SCell configuration, CA licensing, and secondary carriers."
LCAIN10112_03-2-12-46,LCAIN10112-5,5,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.0827,10.6467,89.83065175124688,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,9,Coverage,DL Radio Failure: DL RBLER changed by 30.69 | Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 89.20 | Cell Edge Throughput: (HU)CEU Cell Downlink Average Throughput changed by 31.68 | Poor Modulation Efficiency: (HU) PDSCH MCS changed by 38.69 | DL Throughput Degradation: (HU) Cell DL Average Throughput (Mbps) changed by 48.51,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","DL RBLER: recent=0.23, baseline=0.17, change=30.69% | DL Traffic QCI-9: recent=1.08, baseline=10.01, change=89.20% | (HU)CEU Cell Downlink Average Throughput: recent=9.95, baseline=14.56, change=31.68% | (HU) PDSCH MCS: recent=9.31, baseline=15.19, change=38.69% | (HU) Cell DL Average Throughput (Mbps): recent=13.14, baseline=25.52, change=48.51%",DL Radio Failure,DL RBLER,DL RBLER increased.,"Check DL interference, poor coverage, CQI, MCS, and radio conditions.","Check DL interference, poor coverage, CQI, MCS, and radio conditions. | Check packet data service, APN/data service, user demand, and internet traffic trend. | Check CEU scheduling, cell edge SINR, and coverage. | Check CQI, SINR, interference, antenna direction, and coverage. | Check DL scheduler, bandwidth, CA activation, load balancing, and congestion."
LCAIN10119,LCAIN10119-6,6,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,5.8549,54.1845,89.19451134549548,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,5,Coverage,DL Radio Failure: DL RBLER changed by 88.48 | Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 79.17 | CA User Drop: L.CA.UE.Avg changed by 40.90 | Poor Modulation Efficiency: (HU) PDSCH MCS changed by 24.70 | Average Distance Increase: TA Weighted Avg (meter) changed by 40.31,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","DL RBLER: recent=0.31, baseline=0.17, change=88.48% | DL Traffic QCI-9: recent=5.07, baseline=24.37, change=79.17% | L.CA.UE.Avg: recent=3.99, baseline=6.75, change=40.90% | (HU) PDSCH MCS: recent=10.35, baseline=13.75, change=24.70% | TA Weighted Avg (meter): recent=567.60, baseline=404.54, change=40.31%",DL Radio Failure,DL RBLER,DL RBLER increased.,"Check DL interference, poor coverage, CQI, MCS, and radio conditions.","Check DL interference, poor coverage, CQI, MCS, and radio conditions. | Check packet data service, APN/data service, user demand, and internet traffic trend. | Check CA activation, SCell availability, and CA parameters. | Check CQI, SINR, interference, antenna direction, and coverage. | Check coverage shift, antenna tilt, and traffic migration."
LCAIN10693,LCAIN10693-2,2,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,0.2782,2.5534,89.10472311427901,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,12,Outage,Availability Issue: Availability changed by 1.13 | DL Radio Failure: DL RBLER changed by 53.12 | Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 82.80 | CA User Drop: L.CA.UE.Avg changed by 62.36 | Cell Edge Throughput: (HU)CEU Cell Downlink Average Throughput changed by 20.15,"Check cell/site availability, active alarms, administrative state, power, transmission, S1, and planned work before RF tuning.","Availability: recent=98.87, baseline=100.00, change=1.13% | DL RBLER: recent=0.45, baseline=0.29, change=53.12% | DL Traffic QCI-9: recent=0.27, baseline=1.59, change=82.80% | L.CA.UE.Avg: recent=0.27, baseline=0.72, change=62.36% | (HU)CEU Cell Downlink Average Throughput: recent=5.91, baseline=7.40, change=20.15%",Availability Issue,Availability,Cell availability decreased.,"Check alarms, S1 issue, manual outage, system outage, and site availability.","Check alarms, S1 issue, manual outage, system outage, and site availability. | Check DL interference, poor coverage, CQI, MCS, and radio conditions. | Check packet data service, APN/data service, user demand, and internet traffic trend. | Check CA activation, SCell availability, and CA parameters. | Check CEU scheduling, cell edge SINR, and coverage."
LCAIN10124,LCAIN10124-2,2,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.8136,21.4197,86.86442854008224,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,7,Coverage,Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 73.42 | Cell Edge Throughput: (HU)CEU Cell Downlink Average Throughput changed by 58.39 | CA User Drop: L.CA.UE.Avg changed by 39.43 | Poor Modulation Efficiency: (HU) PDSCH MCS changed by 29.34 | DL Throughput Degradation: (HU) Cell DL Average Throughput (Mbps) changed by 40.64,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","DL Traffic QCI-9: recent=2.76, baseline=10.38, change=73.42% | (HU)CEU Cell Downlink Average Throughput: recent=5.33, baseline=12.80, change=58.39% | L.CA.UE.Avg: recent=0.94, baseline=1.55, change=39.43% | (HU) PDSCH MCS: recent=10.64, baseline=15.05, change=29.34% | (HU) Cell DL Average Throughput (Mbps): recent=11.30, baseline=19.03, change=40.64%",Default Bearer Traffic Drop,DL Traffic QCI-9,QCI-9 DL traffic decreased.,"Check packet data service, APN/data service, user demand, and internet traffic trend.","Check packet data service, APN/data service, user demand, and internet traffic trend. | Check CEU scheduling, cell edge SINR, and coverage. | Check CA activation, SCell availability, and CA parameters. | Check CQI, SINR, interference, antenna direction, and coverage. | Check DL scheduler, bandwidth, CA activation, load balancing, and congestion."
LCAIN12838,LCAIN12838-1,1,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,1.5576,11.7609,86.75611560339769,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,7,Coverage,DL Radio Failure: DL RBLER changed by 387.46 | Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 69.56 | CA User Drop: L.CA.UE.Avg changed by 33.62 | Cell Edge Users Increase: 3.5-6.6 km changed by 50.00 | DL Throughput Degradation: (HU) Cell DL Average Throughput (Mbps) changed by 28.56,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","DL RBLER: recent=0.48, baseline=0.10, change=387.46% | DL Traffic QCI-9: recent=1.45, baseline=4.76, change=69.56% | L.CA.UE.Avg: recent=0.12, baseline=0.18, change=33.62% | 3.5-6.6 km: recent=3.00, baseline=2.00, change=50.00% | (HU) Cell DL Average Throughput (Mbps): recent=12.65, baseline=17.70, change=28.56%",DL Radio Failure,DL RBLER,DL RBLER increased.,"Check DL interference, poor coverage, CQI, MCS, and radio conditions.","Check DL interference, poor coverage, CQI, MCS, and radio conditions. | Check packet data service, APN/data service, user demand, and internet traffic trend. | Check CA activation, SCell availability, and CA parameters. | Check coverage, cell dominance, and neighbor relationships. | Check DL scheduler, bandwidth, CA activation, load balancing, and congestion."
LCAIN10029,LCAIN10029-2,2,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.4153,17.9849,86.57040072505268,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,7,Coverage,CA User Drop: L.CA.UE.Avg changed by 91.09 | Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 49.00 | Cell Edge Throughput: (HU)CEU Cell Downlink Average Throughput changed by 34.90 | SCell Activation Issue: L.CA.DLSCell.Act.Att changed by 95.19 | Carrier Aggregation Issue: MAC CA Traffic Ratio changed by 78.79,"Check TA distribution, cell-edge users, overshooting, weak coverage, antenna tilt/azimuth, neighbor dominance, and coverage holes.","L.CA.UE.Avg: recent=0.14, baseline=1.53, change=91.09% | DL Traffic QCI-9: recent=0.51, baseline=1.00, change=49.00% | (HU)CEU Cell Downlink Average Throughput: recent=7.52, baseline=11.55, change=34.90% | L.CA.DLSCell.Act.Att: recent=630.00, baseline=13099.00, change=95.19% | MAC CA Traffic Ratio: recent=14.21, baseline=66.97, change=78.79%",CA User Drop,L.CA.UE.Avg,Average CA users decreased.,"Check CA activation, SCell availability, and CA parameters.","Check CA activation, SCell availability, and CA parameters. | Check packet data service, APN/data service, user demand, and internet traffic trend. | Check CEU scheduling, cell edge SINR, and coverage. | Check SCell configuration, CA licensing, and secondary carriers. | Check CA activation, SCell availability, CA bands, and CA parameters."
LCAIN10119,LCAIN10119-2,2,DL Traffic,(HU) DL Traffic Volume (GBytes),Traffic,30.0,2026-05-18 to 2026-05-18,2026-05-11 to 2026-05-11,2.9238,20.9383,86.03611563498468,Critical,Medium,statistical test unavailable,False,,Advisory only - degradation is retained because threshold was crossed,7,Radio Quality,DL Radio Failure: DL RBLER changed by 105.30 | Default Bearer Traffic Drop: DL Traffic QCI-9 changed by 68.68 | CA User Drop: L.CA.UE.Avg changed by 61.39 | Poor Modulation Efficiency: (HU) PDSCH MCS changed by 23.19 | SCell Activation Issue: L.CA.DLSCell.Act.Att changed by 51.18,"Check CQI/SINR/BLER/MCS, interference indicators, PCI issues, antenna azimuth/tilt, coverage dominance, and recent physical changes.","DL RBLER: recent=0.41, baseline=0.20, change=105.30% | DL Traffic QCI-9: recent=2.84, baseline=9.08, change=68.68% | L.CA.UE.Avg: recent=0.72, baseline=1.88, change=61.39% | (HU) PDSCH MCS: recent=9.41, baseline=12.25, change=23.19% | L.CA.DLSCell.Act.Att: recent=3592.00, baseline=7357.00, change=51.18%",DL Radio Failure,DL RBLER,DL RBLER increased.,"Check DL interference, poor coverage, CQI, MCS, and radio conditions.","Check DL interference, poor coverage, CQI, MCS, and radio conditions. | Check packet data service, APN/data service, user demand, and internet traffic trend. | Check CA activation, SCell availability, and CA parameters. | Check CQI, SINR, interference, antenna direction, and coverage. | Check SCell configuration, CA licensing, and secondary carriers."
